Sample_ID,DWV_Cq,Reference_Cq,DWV_presence,Taxa,Family,Subfamily,Genus,Species,Sex,Apiary_ID,Julian_Day
Apiary_13_090920_P12,28.924999999999997,30.10666667,1,syrphid,Syrphidae,Syrphinae,Toxomerus,Toxomerus marginatus,M,Apiary_13,253
Apiary_6_092020_P17,29.373333333333335,16.94,1,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,M,Apiary_6,264
Apiary_18_090820_P11,29.776666666666667,20.46333333,1,wild bee,Halictidae,NA,Lasioglossum,Lasioglossum sp.,M,Apiary_18,252
Apiary_21_092020_P13,29.94333333333333,17.26333333,1,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,U,Apiary_21,264
Apiary_14_090920_P9,29.963333333333335,19.7,1,syrphid,Syrphidae,Eristalinae,Eristalis,Eristalis arbustorum,M,Apiary_14,253
Apiary_23_092120_P4,29.986666666666668,15.20333333,1,wild bee,Apidae,NA,Xylocopa,Xylocopa virginica,F,Apiary_23,265
Apiary_24_091220_P9,31.005000000000003,14.28,1,wild bee,Apidae,NA,Melissodes,Melissodes sp.,U,Apiary_24,256
Apiary_8_092520_P12,31.406666666666663,21.20666667,1,syrphid,Syrphidae,Eristalinae,Eristalis,Eristalis tenax,M,Apiary_8,269
Apiary_10_092220_P7,31.854999999999997,14.58,1,syrphid,Syrphidae,Syrphinae,Platycheirus/Melanostoma,unknown,F,Apiary_10,266
Apiary_27_090720_P8,32.04333333333333,26.99666667,1,wild bee,Megachilidae,NA,Megachile,Megachile sp.,M,Apiary_27,251
Apiary_8_092520_P5,32.18666666666667,14.48,1,bumble,Apidae,NA,Bombus,Bombus sp.,Q,Apiary_8,269
Apiary_23_091120_P21,32.629999999999995,17.25,1,wild bee,Halictidae,NA,Agapostemon,Agapostemon sp.,U,Apiary_23,255
Apiary_23_091120_P2,32.64666666666667,20.58666667,1,syrphid,Syrphidae,Eristalinae,Eristalis,Eristalis transversa,F,Apiary_23,255
Apiary_26_090720_P1,32.699999999999996,21.975,1,syrphid,Syrphidae,Syrphinae,Toxomerus,Toxomerus politus,F,Apiary_26,251
Apiary_7_100520_P17,32.71333333333333,22.00333333,1,syrphid,Syrphidae,Eristalinae,Eristalis,Eristalis dimidiata,F,Apiary_7,279
Apiary_13_092320_P10,32.864999999999995,15.24,1,wild bee,Apidae,NA,Xylocopa,Xylocopa  virginica,F,Apiary_13,267
Apiary_8_091320_P3,33.084999999999994,21.59333333,1,syrphid,Syrphidae,Syrphinae,Toxomerus,Toxomerus geminatus,M,Apiary_8,257
Apiary_27_090720_P4,33.163333333333334,28.715,1,syrphid,Syrphidae,Syrphinae,unknown,unknown,M,Apiary_27,251
Apiary_26_090720_P27,33.254999999999995,14.7,1,wild bee,Halictidae,NA,unknown,unknown,U,Apiary_26,251
Apiary_13_090920_P8,33.47666666666667,2.333333333,1,wild bee,Andrenidae,NA,Andrena,Andrena sp.,F,Apiary_13,253
Apiary_13_090920_P18,33.480000000000004,14.57333333,1,wild bee,Halictidae,NA,unknown,unknown,U,Apiary_13,253
Apiary_13_090920_P11,33.53666666666667,23.15,1,syrphid,Syrphidae,Syrphinae,Sphaerophoria,Sphaerophoria sp.,F,Apiary_13,253
Apiary_26_090720_P28,33.556666666666665,24.86333333,1,syrphid,Syrphidae,Syrphinae,Toxomerus,Toxomerus politus,F,Apiary_26,251
Apiary_16_091020_P16,33.769999999999996,15.25333333,1,wild bee,Andrenidae,NA,Andrena,Andrena sp.,F,Apiary_16,254
Apiary_14_090920_P19,34.245000000000005,20.84666667,1,syrphid,Syrphidae,Syrphinae,Toxomerus,Toxomerus politus,F,Apiary_14,253
Apiary_10_091220_P14,34.254999999999995,19.94,1,wild bee,Halictidae,NA,Halictus,Halictus ligatus,F,Apiary_10,256
Apiary_10_091220_P8,34.30500000000001,27.4,1,wild bee,Megachilidae,NA,Megachile,Megachile sp.,M,Apiary_10,256
Apiary_3_092420_P4,34.480000000000004,15.47,1,wild bee,Apidae,NA,Melissodes,Melissodes sp.,U,Apiary_3,268
Apiary_27_090720_P6,34.858333333333334,14.41,1,wild bee,Halictidae,NA,unknown,unknown,U,Apiary_27,251
